sentence_1,sentence_2,label,tense_sentence_1-tense_sentence_2,aspect_sentence_1-aspect_sentence_2
Liverpool was beating Arsenal,Liverpool competed with Arsenal,1,past progressive - past simple,progressive - perfect
Liverpool has beaten Arsenal,Liverpool is competing with Arsenal,0,present perfect - present progressive,perfect - progressive
Liverpool has beaten Arsenal,Liverpool was competing with Arsenal,1,present perfect - past progressive,perfect - progressive
Liverpool has beaten Arsenal,Liverpool has competed with Arsenal,1,present perfect - present perfect,perfect - perfect
Liverpool has beaten Arsenal,Liverpool had competed with Arsenal,0,present perfect - past perfect,perfect - perfect
Liverpool has beaten Arsenal,Liverpool will compete with Arsenal,0,present perfect - future simple,perfect - progressive
Liverpool has beaten Arsenal,Liverpool competes with Arsenal,0,present perfect - present simple,perfect - progressive
Liverpool has beaten Arsenal,Liverpool competed with Arsenal,1,present perfect - past simple,perfect - perfect
Liverpool had beaten Arsenal,Liverpool is competing with Arsenal,0,past perfect - present progressive,perfect - progressive
Liverpool had beaten Arsenal,Liverpool was competing with Arsenal,1,past perfect - past progressive,perfect - progressive
Liverpool had beaten Arsenal,Liverpool has competed with Arsenal,0,past perfect - present perfect,perfect - perfect
Liverpool had beaten Arsenal,Liverpool had competed with Arsenal,1,past perfect - past perfect,perfect - perfect
Liverpool had beaten Arsenal,Liverpool will compete with Arsenal,0,past perfect - future simple,perfect - progressive
Liverpool had beaten Arsenal,Liverpool competes with Arsenal,0,past perfect - present simple,perfect - progressive
Liverpool had beaten Arsenal,Liverpool competed with Arsenal,1,past perfect - past simple,perfect - perfect
Liverpool will beat Arsenal,Liverpool is competing with Arsenal,0,future simple - present progressive,progressive - progressive
Liverpool will beat Arsenal,Liverpool was competing with Arsenal,0,future simple - past progressive,progressive - progressive
Liverpool will beat Arsenal,Liverpool has competed with Arsenal,0,future simple - present perfect,progressive - perfect
Liverpool will beat Arsenal,Liverpool had competed with Arsenal,0,future simple - past perfect,progressive - perfect
Liverpool will beat Arsenal,Liverpool will compete with Arsenal,1,future simple - future simple,progressive - progressive
Liverpool will beat Arsenal,Liverpool competes with Arsenal,0,future simple - present simple,progressive - progressive
Liverpool will beat Arsenal,Liverpool competed with Arsenal,0,future simple - past simple,progressive - perfect
Liverpool beats Arsenal,Liverpool is competing with Arsenal,0,present simple - present progressive,progressive - progressive
Liverpool beats Arsenal,Liverpool was competing with Arsenal,1,present simple - past progressive,progressive - progressive
Liverpool beats Arsenal,Liverpool has competed with Arsenal,0,present simple - present perfect,progressive - perfect
Liverpool beats Arsenal,Liverpool had competed with Arsenal,0,present simple - past perfect,progressive - perfect
Liverpool beats Arsenal,Liverpool will compete with Arsenal,0,present simple - future simple,progressive - progressive
Liverpool beats Arsenal,Liverpool competes with Arsenal,1,present simple - present simple,progressive - progressive
Liverpool beats Arsenal,Liverpool competed with Arsenal,0,present simple - past simple,progressive - perfect
Liverpool beat Arsenal,Liverpool is competing with Arsenal,0,past simple - present progressive,perfect - progressive
Liverpool beat Arsenal,Liverpool was competing with Arsenal,1,past simple - past progressive,perfect - progressive
Liverpool beat Arsenal,Liverpool has competed with Arsenal,0,past simple - present perfect,perfect - perfect
Liverpool beat Arsenal,Liverpool had competed with Arsenal,1,past simple - past perfect,perfect - perfect
Liverpool beat Arsenal,Liverpool will compete with Arsenal,0,past simple - future simple,perfect - progressive
Liverpool beat Arsenal,Liverpool competes with Arsenal,0,past simple - present simple,perfect - progressive
Liverpool beat Arsenal,Liverpool competed with Arsenal,1,past simple - past simple,perfect - perfect
Liverpool is competing with Arsenal,Liverpool is beating Arsenal,0,present progressive - present progressive,progressive - progressive
Liverpool is competing with Arsenal,Liverpool was beating Arsenal,0,present progressive - past progressive,progressive - progressive
Liverpool is competing with Arsenal,Liverpool has beaten Arsenal,0,present progressive - present perfect,progressive - perfect
Liverpool is competing with Arsenal,Liverpool had beaten Arsenal,0,present progressive - past perfect,progressive - perfect
Liverpool is competing with Arsenal,Liverpool will beat Arsenal,0,present progressive - future simple,progressive - progressive
Liverpool is competing with Arsenal,Liverpool beats Arsenal,0,present progressive - present simple,progressive - progressive
Liverpool is competing with Arsenal,Liverpool beat Arsenal,0,present progressive - past simple,progressive - perfect
Liverpool was competing with Arsenal,Liverpool is beating Arsenal,0,past progressive - present progressive,progressive - progressive
Liverpool was competing with Arsenal,Liverpool was beating Arsenal,0,past progressive - past progressive,progressive - progressive
Liverpool was competing with Arsenal,Liverpool has beaten Arsenal,0,past progressive - present perfect,progressive - perfect
